QueryId Rank Precision Recall
1 1 0.0 0.0
1 2 0.0 0.0
1 3 0.0 0.0
1 4 0.0 0.0
1 5 0.0 0.0
1 6 0.0 0.0
1 7 0.0 0.0
1 8 0.0 0.0
1 9 0.0 0.0
1 10 0.0 0.0
1 11 0.0 0.0
1 12 0.0 0.0
1 13 0.0 0.0
1 14 0.0 0.0
1 15 0.0 0.0
1 16 0.0 0.0
1 17 0.0 0.0
1 18 0.0 0.0
1 19 0.0 0.0
1 20 0.0 0.0
1 21 0.0 0.0
1 22 0.0 0.0
1 23 0.0 0.0
1 24 0.0 0.0
1 25 0.0 0.0
1 26 0.0 0.0
1 27 0.0 0.0
1 28 0.0 0.0
1 29 0.0 0.0
1 30 0.0 0.0
1 31 0.0 0.0
1 32 0.0 0.0
1 33 0.0 0.0
1 34 0.0 0.0
1 35 0.0 0.0
1 36 0.0 0.0
1 37 0.02702702702702703 0.2
1 38 0.02631578947368421 0.2
1 39 0.02564102564102564 0.2
1 40 0.025 0.2
1 41 0.024390243902439025 0.2
1 42 0.023809523809523808 0.2
1 43 0.023255813953488372 0.2
1 44 0.045454545454545456 0.4
1 45 0.044444444444444446 0.4
1 46 0.043478260869565216 0.4
1 47 0.0425531914893617 0.4
1 48 0.041666666666666664 0.4
1 49 0.04081632653061224 0.4
1 50 0.04 0.4
1 51 0.0392156862745098 0.4
1 52 0.038461538461538464 0.4
1 53 0.03773584905660377 0.4
1 54 0.037037037037037035 0.4
1 55 0.03636363636363636 0.4
1 56 0.03571428571428571 0.4
1 57 0.03508771929824561 0.4
1 58 0.034482758620689655 0.4
1 59 0.03389830508474576 0.4
1 60 0.03333333333333333 0.4
1 61 0.03278688524590164 0.4
1 62 0.03225806451612903 0.4
1 63 0.031746031746031744 0.4
1 64 0.03125 0.4
1 65 0.03076923076923077 0.4
1 66 0.030303030303030304 0.4
1 67 0.029850746268656716 0.4
1 68 0.029411764705882353 0.4
1 69 0.028985507246376812 0.4
1 70 0.02857142857142857 0.4
1 71 0.028169014084507043 0.4
1 72 0.027777777777777776 0.4
1 73 0.0273972602739726 0.4
1 74 0.02702702702702703 0.4
1 75 0.02666666666666667 0.4
1 76 0.02631578947368421 0.4
1 77 0.025974025974025976 0.4
1 78 0.02564102564102564 0.4
1 79 0.02531645569620253 0.4
1 80 0.025 0.4
1 81 0.024691358024691357 0.4
1 82 0.024390243902439025 0.4
1 83 0.024096385542168676 0.4
1 84 0.023809523809523808 0.4
1 85 0.023529411764705882 0.4
1 86 0.023255813953488372 0.4
1 87 0.022988505747126436 0.4
1 88 0.022727272727272728 0.4
1 89 0.02247191011235955 0.4
1 90 0.03333333333333333 0.6
1 91 0.03296703296703297 0.6
1 92 0.03260869565217391 0.6
1 93 0.03225806451612903 0.6
1 94 0.031914893617021274 0.6
1 95 0.031578947368421054 0.6
1 96 0.03125 0.6
1 97 0.030927835051546393 0.6
1 98 0.030612244897959183 0.6
1 99 0.030303030303030304 0.6
1 100 0.03 0.6
2 1 0.0 0.0
2 2 0.0 0.0
2 3 0.0 0.0
2 4 0.0 0.0
2 5 0.2 0.3333333333333333
2 6 0.16666666666666666 0.3333333333333333
2 7 0.14285714285714285 0.3333333333333333
2 8 0.125 0.3333333333333333
2 9 0.1111111111111111 0.3333333333333333
2 10 0.1 0.3333333333333333
2 11 0.09090909090909091 0.3333333333333333
2 12 0.08333333333333333 0.3333333333333333
2 13 0.07692307692307693 0.3333333333333333
2 14 0.07142857142857142 0.3333333333333333
2 15 0.06666666666666667 0.3333333333333333
2 16 0.0625 0.3333333333333333
2 17 0.058823529411764705 0.3333333333333333
2 18 0.05555555555555555 0.3333333333333333
