QueryId Rank Precision Recall
1 1 1.0 0.2
1 2 0.5 0.2
1 3 0.3333333333333333 0.2
1 4 0.25 0.2
1 5 0.2 0.2
1 6 0.16666666666666666 0.2
1 7 0.14285714285714285 0.2
1 8 0.125 0.2
1 9 0.1111111111111111 0.2
1 10 0.1 0.2
1 11 0.09090909090909091 0.2
1 12 0.08333333333333333 0.2
1 13 0.07692307692307693 0.2
1 14 0.07142857142857142 0.2
1 15 0.06666666666666667 0.2
1 16 0.0625 0.2
1 17 0.11764705882352941 0.4
1 18 0.1111111111111111 0.4
1 19 0.10526315789473684 0.4
1 20 0.15 0.6
1 21 0.14285714285714285 0.6
1 22 0.13636363636363635 0.6
1 23 0.13043478260869565 0.6
1 24 0.125 0.6
1 25 0.12 0.6
1 26 0.11538461538461539 0.6
1 27 0.1111111111111111 0.6
1 28 0.10714285714285714 0.6
1 29 0.10344827586206896 0.6
1 30 0.1 0.6
1 31 0.0967741935483871 0.6
1 32 0.125 0.8
1 33 0.12121212121212122 0.8
1 34 0.11764705882352941 0.8
1 35 0.11428571428571428 0.8
1 36 0.1111111111111111 0.8
1 37 0.10810810810810811 0.8
1 38 0.10526315789473684 0.8
1 39 0.10256410256410256 0.8
1 40 0.1 0.8
1 41 0.0975609756097561 0.8
1 42 0.09523809523809523 0.8
1 43 0.09302325581395349 0.8
1 44 0.09090909090909091 0.8
1 45 0.08888888888888889 0.8
1 46 0.08695652173913043 0.8
1 47 0.0851063829787234 0.8
1 48 0.08333333333333333 0.8
1 49 0.08163265306122448 0.8
1 50 0.08 0.8
1 51 0.0784313725490196 0.8
1 52 0.07692307692307693 0.8
1 53 0.07547169811320754 0.8
1 54 0.07407407407407407 0.8
1 55 0.07272727272727272 0.8
1 56 0.07142857142857142 0.8
1 57 0.07017543859649122 0.8
1 58 0.06896551724137931 0.8
1 59 0.06779661016949153 0.8
1 60 0.06666666666666667 0.8
1 61 0.06557377049180328 0.8
1 62 0.06451612903225806 0.8
1 63 0.06349206349206349 0.8
1 64 0.0625 0.8
1 65 0.06153846153846154 0.8
1 66 0.06060606060606061 0.8
1 67 0.05970149253731343 0.8
1 68 0.058823529411764705 0.8
1 69 0.057971014492753624 0.8
1 70 0.05714285714285714 0.8
1 71 0.056338028169014086 0.8
1 72 0.05555555555555555 0.8
1 73 0.0547945205479452 0.8
1 74 0.05405405405405406 0.8
1 75 0.05333333333333334 0.8
1 76 0.05263157894736842 0.8
1 77 0.05194805194805195 0.8
1 78 0.05128205128205128 0.8
1 79 0.05063291139240506 0.8
1 80 0.05 0.8
1 81 0.04938271604938271 0.8
1 82 0.04878048780487805 0.8
1 83 0.04819277108433735 0.8
1 84 0.047619047619047616 0.8
1 85 0.047058823529411764 0.8
1 86 0.046511627906976744 0.8
1 87 0.04597701149425287 0.8
1 88 0.045454545454545456 0.8
1 89 0.0449438202247191 0.8
1 90 0.044444444444444446 0.8
1 91 0.04395604395604396 0.8
1 92 0.043478260869565216 0.8
1 93 0.043010752688172046 0.8
1 94 0.0425531914893617 0.8
1 95 0.042105263157894736 0.8
1 96 0.041666666666666664 0.8
1 97 0.041237113402061855 0.8
1 98 0.04081632653061224 0.8
1 99 0.04040404040404041 0.8
1 100 0.04 0.8
2 1 1.0 0.3333333333333333
2 2 1.0 0.6666666666666666
2 3 1.0 1.0
2 4 0.75 1.0
2 5 0.6 1.0
2 6 0.5 1.0
2 7 0.42857142857142855 1.0
2 8 0.375 1.0
2 9 0.3333333333333333 1.0
2 10 0.3 1.0
2 11 0.2727272727272727 1.0
2 12 0.25 1.0
2 13 0.23076923076923078 1.0
2 14 0.21428571428571427 1.0
2 15 0.2 1.0
2 16 0.1875 1.0
2 17 0.17647058823529413 1.0
2 18 0.16666666666666666 1.0
2 19 0.15789473684210525 1.0
2 20 0.15 1.0
2 21 0.14285714285714285 1.0
2 22 0.13636363636363635 1.0
2 23 0.13043478260869565 1.0
2 24 0.125 1.0
2 25 0.12 1.0
2 26 0.11538461538461539 1.0
2 27 0.1111111111111111 1.0
2 28 0.10714285714285714 1.0
2 29 0.10344827586206896 1.0
2 30 0.1 1.0
2 31 0.0967741935483871 1.0
2 32 0.09375 1.0
2 33 0.09090909090909091 1.0
2 34 0.08823529411764706 1.0
2 35 0.08571428571428572 1.0
2 36 0.08333333333333333 1.0
2 37 0.08108108108108109 1.0
2 38 0.07894736842105263 1.0
2 39 0.07692307692307693 1.0
2 40 0.075 1.0
2 41 0.07317073170731707 1.0
2 42 0.07142857142857142 1.0
2 43 0.06976744186046512 1.0
2 44 0.06818181818181818 1.0
2 45 0.06666666666666667 1.0
2 46 0.06521739130434782 1.0
2 47 0.06382978723404255 1.0
2 48 0.0625 1.0
2 49 0.061224489795918366 1.0
2 50 0.06 1.0
2 51 0.058823529411764705 1.0
2 52 0.057692307692307696 1.0
2 53 0.05660377358490566 1.0
2 54 0.05555555555555555 1.0
2 55 0.05454545454545454 1.0
2 56 0.05357142857142857 1.0
2 57 0.05263157894736842 1.0
2 58 0.05172413793103448 1.0
2 59 0.05084745762711865 1.0
2 60 0.05 1.0
2 61 0.04918032786885246 1.0
2 62 0.04838709677419355 1.0
2 63 0.047619047619047616 1.0
2 64 0.046875 1.0
2 65 0.046153846153846156 1.0
2 66 0.045454545454545456 1.0
2 67 0.04477611940298507 1.0
2 68 0.04411764705882353 1.0
2 69 0.043478260869565216 1.0
2 70 0.04285714285714286 1.0
2 71 0.04225352112676056 1.0
2 72 0.041666666666666664 1.0
2 73 0.0410958904109589 1.0
2 74 0.04054054054054054 1.0
2 75 0.04 1.0
2 76 0.039473684210526314 1.0
2 77 0.03896103896103896 1.0
2 78 0.038461538461538464 1.0
2 79 0.0379746835443038 1.0
2 80 0.0375 1.0
2 81 0.037037037037037035 1.0
2 82 0.036585365853658534 1.0
2 83 0.03614457831325301 1.0
2 84 0.03571428571428571 1.0
2 85 0.03529411764705882 1.0
2 86 0.03488372093023256 1.0
2 87 0.034482758620689655 1.0
2 88 0.03409090909090909 1.0
2 89 0.033707865168539325 1.0
2 90 0.03333333333333333 1.0
2 91 0.03296703296703297 1.0
2 92 0.03260869565217391 1.0
2 93 0.03225806451612903 1.0
2 94 0.031914893617021274 1.0
2 95 0.031578947368421054 1.0
2 96 0.03125 1.0
2 97 0.030927835051546393 1.0
2 98 0.030612244897959183 1.0
2 99 0.030303030303030304 1.0
2 100 0.03 1.0
3 1 0.0 0.0
3 2 0.0 0.0
3 3 0.0 0.0
3 4 0.0 0.0
3 5 0.0 0.0
3 6 0.0 0.0
3 7 0.0 0.0
3 8 0.0 0.0
3 9 0.0 0.0
3 10 0.0 0.0
3 11 0.0 0.0
3 12 0.0 0.0
3 13 0.0 0.0
3 14 0.0 0.0
3 15 0.0 0.0
3 16 0.0 0.0
3 17 0.0 0.0
3 18 0.0 0.0
3 19 0.0 0.0
3 20 0.0 0.0
3 21 0.0 0.0
3 22 0.0 0.0
3 23 0.0 0.0
3 24 0.0 0.0
3 25 0.0 0.0
3 26 0.0 0.0
3 27 0.0 0.0
3 28 0.0 0.0
3 29 0.0 0.0
3 30 0.0 0.0
3 31 0.0 0.0
3 32 0.03125 0.16666666666666666
3 33 0.030303030303030304 0.16666666666666666
3 34 0.029411764705882353 0.16666666666666666
3 35 0.02857142857142857 0.16666666666666666
3 36 0.027777777777777776 0.16666666666666666
3 37 0.02702702702702703 0.16666666666666666
3 38 0.02631578947368421 0.16666666666666666
3 39 0.02564102564102564 0.16666666666666666
3 40 0.025 0.16666666666666666
3 41 0.024390243902439025 0.16666666666666666
3 42 0.023809523809523808 0.16666666666666666
3 43 0.023255813953488372 0.16666666666666666
3 44 0.022727272727272728 0.16666666666666666
3 45 0.022222222222222223 0.16666666666666666
3 46 0.021739130434782608 0.16666666666666666
3 47 0.02127659574468085 0.16666666666666666
3 48 0.020833333333333332 0.16666666666666666
3 49 0.02040816326530612 0.16666666666666666
3 50 0.02 0.16666666666666666
3 51 0.0196078431372549 0.16666666666666666
3 52 0.019230769230769232 0.16666666666666666
3 53 0.018867924528301886 0.16666666666666666
3 54 0.018518518518518517 0.16666666666666666
3 55 0.01818181818181818 0.16666666666666666
3 56 0.017857142857142856 0.16666666666666666
3 57 0.017543859649122806 0.16666666666666666
3 58 0.017241379310344827 0.16666666666666666
3 59 0.01694915254237288 0.16666666666666666
3 60 0.016666666666666666 0.16666666666666666
3 61 0.01639344262295082 0.16666666666666666
3 62 0.016129032258064516 0.16666666666666666
3 63 0.015873015873015872 0.16666666666666666
3 64 0.015625 0.16666666666666666
3 65 0.015384615384615385 0.16666666666666666
3 66 0.015151515151515152 0.16666666666666666
3 67 0.014925373134328358 0.16666666666666666
3 68 0.014705882352941176 0.16666666666666666
3 69 0.014492753623188406 0.16666666666666666
3 70 0.014285714285714285 0.16666666666666666
3 71 0.014084507042253521 0.16666666666666666
3 72 0.013888888888888888 0.16666666666666666
3 73 0.0273972602739726 0.3333333333333333
3 74 0.02702702702702703 0.3333333333333333
3 75 0.02666666666666667 0.3333333333333333
3 76 0.02631578947368421 0.3333333333333333
3 77 0.025974025974025976 0.3333333333333333
3 78 0.02564102564102564 0.3333333333333333
3 79 0.02531645569620253 0.3333333333333333
3 80 0.025 0.3333333333333333
3 81 0.024691358024691357 0.3333333333333333
3 82 0.024390243902439025 0.3333333333333333
3 83 0.024096385542168676 0.3333333333333333
3 84 0.023809523809523808 0.3333333333333333
3 85 0.023529411764705882 0.3333333333333333
3 86 0.023255813953488372 0.3333333333333333
3 87 0.022988505747126436 0.3333333333333333
3 88 0.022727272727272728 0.3333333333333333
3 89 0.02247191011235955 0.3333333333333333
3 90 0.022222222222222223 0.3333333333333333
3 91 0.02197802197802198 0.3333333333333333
3 92 0.021739130434782608 0.3333333333333333
3 93 0.03225806451612903 0.5
3 94 0.031914893617021274 0.5
3 95 0.031578947368421054 0.5
3 96 0.03125 0.5
3 97 0.030927835051546393 0.5
3 98 0.030612244897959183 0.5
3 99 0.030303030303030304 0.5
3 100 0.03 0.5
4 1 1.0 0.08333333333333333
4 2 0.5 0.08333333333333333
4 3 0.3333333333333333 0.08333333333333333
4 4 0.25 0.08333333333333333
4 5 0.4 0.16666666666666666
4 6 0.3333333333333333 0.16666666666666666
4 7 0.2857142857142857 0.16666666666666666
4 8 0.25 0.16666666666666666
4 9 0.2222222222222222 0.16666666666666666
4 10 0.2 0.16666666666666666
4 11 0.18181818181818182 0.16666666666666666
4 12 0.16666666666666666 0.16666666666666666
4 13 0.15384615384615385 0.16666666666666666
4 14 0.14285714285714285 0.16666666666666666
4 15 0.13333333333333333 0.16666666666666666
4 16 0.1875 0.25
4 17 0.17647058823529413 0.25
4 18 0.2222222222222222 0.3333333333333333
4 19 0.2631578947368421 0.4166666666666667
4 20 0.25 0.4166666666666667
4 21 0.23809523809523808 0.4166666666666667
4 22 0.22727272727272727 0.4166666666666667
4 23 0.2608695652173913 0.5
4 24 0.25 0.5
4 25 0.24 0.5
4 26 0.23076923076923078 0.5
4 27 0.2222222222222222 0.5
4 28 0.25 0.5833333333333334
4 29 0.27586206896551724 0.6666666666666666
4 30 0.26666666666666666 0.6666666666666666
4 31 0.25806451612903225 0.6666666666666666
4 32 0.25 0.6666666666666666
4 33 0.24242424242424243 0.6666666666666666
4 34 0.23529411764705882 0.6666666666666666
4 35 0.22857142857142856 0.6666666666666666
4 36 0.2222222222222222 0.6666666666666666
4 37 0.21621621621621623 0.6666666666666666
4 38 0.21052631578947367 0.6666666666666666
4 39 0.20512820512820512 0.6666666666666666
4 40 0.2 0.6666666666666666
4 41 0.1951219512195122 0.6666666666666666
4 42 0.19047619047619047 0.6666666666666666
4 43 0.18604651162790697 0.6666666666666666
4 44 0.18181818181818182 0.6666666666666666
4 45 0.17777777777777778 0.6666666666666666
4 46 0.17391304347826086 0.6666666666666666
4 47 0.1702127659574468 0.6666666666666666
4 48 0.16666666666666666 0.6666666666666666
4 49 0.16326530612244897 0.6666666666666666
4 50 0.16 0.6666666666666666
4 51 0.1568627450980392 0.6666666666666666
4 52 0.15384615384615385 0.6666666666666666
4 53 0.1509433962264151 0.6666666666666666
4 54 0.14814814814814814 0.6666666666666666
4 55 0.14545454545454545 0.6666666666666666
4 56 0.14285714285714285 0.6666666666666666
4 57 0.14035087719298245 0.6666666666666666
4 58 0.13793103448275862 0.6666666666666666
4 59 0.13559322033898305 0.6666666666666666
4 60 0.13333333333333333 0.6666666666666666
4 61 0.13114754098360656 0.6666666666666666
4 62 0.12903225806451613 0.6666666666666666
4 63 0.12698412698412698 0.6666666666666666
4 64 0.125 0.6666666666666666
4 65 0.12307692307692308 0.6666666666666666
4 66 0.12121212121212122 0.6666666666666666
4 67 0.11940298507462686 0.6666666666666666
4 68 0.11764705882352941 0.6666666666666666
4 69 0.11594202898550725 0.6666666666666666
4 70 0.11428571428571428 0.6666666666666666
4 71 0.11267605633802817 0.6666666666666666
4 72 0.1111111111111111 0.6666666666666666
4 73 0.1095890410958904 0.6666666666666666
4 74 0.10810810810810811 0.6666666666666666
4 75 0.10666666666666667 0.6666666666666666
4 76 0.10526315789473684 0.6666666666666666
4 77 0.1038961038961039 0.6666666666666666
4 78 0.10256410256410256 0.6666666666666666
4 79 0.10126582278481013 0.6666666666666666
4 80 0.1 0.6666666666666666
4 81 0.09876543209876543 0.6666666666666666
4 82 0.0975609756097561 0.6666666666666666
4 83 0.0963855421686747 0.6666666666666666
4 84 0.09523809523809523 0.6666666666666666
4 85 0.09411764705882353 0.6666666666666666
4 86 0.09302325581395349 0.6666666666666666
4 87 0.09195402298850575 0.6666666666666666
4 88 0.09090909090909091 0.6666666666666666
4 89 0.0898876404494382 0.6666666666666666
4 90 0.08888888888888889 0.6666666666666666
4 91 0.08791208791208792 0.6666666666666666
4 92 0.08695652173913043 0.6666666666666666
4 93 0.08602150537634409 0.6666666666666666
4 94 0.0851063829787234 0.6666666666666666
4 95 0.08421052631578947 0.6666666666666666
4 96 0.08333333333333333 0.6666666666666666
4 97 0.09278350515463918 0.75
4 98 0.09183673469387756 0.75
4 99 0.09090909090909091 0.75
