QueryId Rank Precision Recall
12 1 1.0 0.2
12 2 0.5 0.2
12 3 0.3333333333333333 0.2
12 4 0.5 0.4
12 5 0.4 0.4
12 6 0.3333333333333333 0.4
12 7 0.2857142857142857 0.4
12 8 0.25 0.4
12 9 0.2222222222222222 0.4
12 10 0.2 0.4
12 11 0.18181818181818182 0.4
12 12 0.25 0.6
12 13 0.23076923076923078 0.6
12 14 0.21428571428571427 0.6
12 15 0.2 0.6
12 16 0.1875 0.6
12 17 0.17647058823529413 0.6
12 18 0.16666666666666666 0.6
12 19 0.15789473684210525 0.6
12 20 0.15 0.6
12 21 0.14285714285714285 0.6
12 22 0.13636363636363635 0.6
12 23 0.13043478260869565 0.6
12 24 0.125 0.6
12 25 0.12 0.6
12 26 0.11538461538461539 0.6
12 27 0.1111111111111111 0.6
12 28 0.10714285714285714 0.6
12 29 0.10344827586206896 0.6
12 30 0.1 0.6
12 31 0.0967741935483871 0.6
12 32 0.09375 0.6
12 33 0.09090909090909091 0.6
12 34 0.08823529411764706 0.6
12 35 0.08571428571428572 0.6
12 36 0.08333333333333333 0.6
12 37 0.08108108108108109 0.6
12 38 0.07894736842105263 0.6
12 39 0.07692307692307693 0.6
12 40 0.075 0.6
12 41 0.07317073170731707 0.6
12 42 0.07142857142857142 0.6
12 43 0.06976744186046512 0.6
12 44 0.06818181818181818 0.6
12 45 0.06666666666666667 0.6
12 46 0.06521739130434782 0.6
12 47 0.06382978723404255 0.6
12 48 0.0625 0.6
12 49 0.061224489795918366 0.6
12 50 0.08 0.8
12 51 0.0784313725490196 0.8
12 52 0.07692307692307693 0.8
12 53 0.07547169811320754 0.8
12 54 0.07407407407407407 0.8
12 55 0.07272727272727272 0.8
12 56 0.07142857142857142 0.8
12 57 0.07017543859649122 0.8
12 58 0.06896551724137931 0.8
12 59 0.06779661016949153 0.8
12 60 0.06666666666666667 0.8
12 61 0.06557377049180328 0.8
12 62 0.06451612903225806 0.8
12 63 0.06349206349206349 0.8
12 64 0.0625 0.8
12 65 0.06153846153846154 0.8
12 66 0.06060606060606061 0.8
12 67 0.05970149253731343 0.8
12 68 0.058823529411764705 0.8
12 69 0.057971014492753624 0.8
12 70 0.05714285714285714 0.8
12 71 0.056338028169014086 0.8
12 72 0.05555555555555555 0.8
12 73 0.0547945205479452 0.8
12 74 0.05405405405405406 0.8
12 75 0.05333333333333334 0.8
12 76 0.05263157894736842 0.8
12 77 0.05194805194805195 0.8
12 78 0.05128205128205128 0.8
12 79 0.05063291139240506 0.8
12 80 0.05 0.8
12 81 0.04938271604938271 0.8
12 82 0.04878048780487805 0.8
12 83 0.04819277108433735 0.8
12 84 0.047619047619047616 0.8
12 85 0.047058823529411764 0.8
12 86 0.046511627906976744 0.8
12 87 0.04597701149425287 0.8
12 88 0.045454545454545456 0.8
12 89 0.0449438202247191 0.8
12 90 0.044444444444444446 0.8
12 91 0.04395604395604396 0.8
12 92 0.043478260869565216 0.8
12 93 0.043010752688172046 0.8
12 94 0.0425531914893617 0.8
12 95 0.042105263157894736 0.8
12 96 0.041666666666666664 0.8
12 97 0.041237113402061855 0.8
12 98 0.04081632653061224 0.8
12 99 0.04040404040404041 0.8
12 100 0.04 0.8
13 1 1.0 0.09090909090909091
13 2 0.5 0.09090909090909091
13 3 0.3333333333333333 0.09090909090909091
13 4 0.5 0.18181818181818182
13 5 0.6 0.2727272727272727
13 6 0.5 0.2727272727272727
13 7 0.42857142857142855 0.2727272727272727
13 8 0.375 0.2727272727272727
13 9 0.3333333333333333 0.2727272727272727
13 10 0.4 0.36363636363636365
13 11 0.36363636363636365 0.36363636363636365
13 12 0.3333333333333333 0.36363636363636365
13 13 0.3076923076923077 0.36363636363636365
13 14 0.2857142857142857 0.36363636363636365
13 15 0.3333333333333333 0.45454545454545453
13 16 0.3125 0.45454545454545453
13 17 0.29411764705882354 0.45454545454545453
13 18 0.3333333333333333 0.5454545454545454
13 19 0.3157894736842105 0.5454545454545454
13 20 0.3 0.5454545454545454
13 21 0.2857142857142857 0.5454545454545454
13 22 0.2727272727272727 0.5454545454545454
13 23 0.2608695652173913 0.5454545454545454
13 24 0.25 0.5454545454545454
13 25 0.24 0.5454545454545454
13 26 0.23076923076923078 0.5454545454545454
13 27 0.2222222222222222 0.5454545454545454
13 28 0.21428571428571427 0.5454545454545454
13 29 0.20689655172413793 0.5454545454545454
13 30 0.2 0.5454545454545454
13 31 0.1935483870967742 0.5454545454545454
13 32 0.1875 0.5454545454545454
13 33 0.18181818181818182 0.5454545454545454
13 34 0.17647058823529413 0.5454545454545454
13 35 0.17142857142857143 0.5454545454545454
13 36 0.16666666666666666 0.5454545454545454
13 37 0.16216216216216217 0.5454545454545454
13 38 0.15789473684210525 0.5454545454545454
13 39 0.15384615384615385 0.5454545454545454
13 40 0.15 0.5454545454545454
13 41 0.14634146341463414 0.5454545454545454
13 42 0.14285714285714285 0.5454545454545454
13 43 0.13953488372093023 0.5454545454545454
13 44 0.13636363636363635 0.5454545454545454
13 45 0.13333333333333333 0.5454545454545454
13 46 0.13043478260869565 0.5454545454545454
13 47 0.1276595744680851 0.5454545454545454
13 48 0.125 0.5454545454545454
13 49 0.12244897959183673 0.5454545454545454
13 50 0.12 0.5454545454545454
13 51 0.11764705882352941 0.5454545454545454
13 52 0.11538461538461539 0.5454545454545454
13 53 0.11320754716981132 0.5454545454545454
13 54 0.1111111111111111 0.5454545454545454
13 55 0.10909090909090909 0.5454545454545454
13 56 0.10714285714285714 0.5454545454545454
13 57 0.10526315789473684 0.5454545454545454
13 58 0.10344827586206896 0.5454545454545454
13 59 0.1016949152542373 0.5454545454545454
13 60 0.1 0.5454545454545454
13 61 0.09836065573770492 0.5454545454545454
13 62 0.0967741935483871 0.5454545454545454
13 63 0.09523809523809523 0.5454545454545454
13 64 0.09375 0.5454545454545454
13 65 0.09230769230769231 0.5454545454545454
13 66 0.09090909090909091 0.5454545454545454
13 67 0.08955223880597014 0.5454545454545454
13 68 0.08823529411764706 0.5454545454545454
13 69 0.08695652173913043 0.5454545454545454
13 70 0.08571428571428572 0.5454545454545454
13 71 0.08450704225352113 0.5454545454545454
13 72 0.08333333333333333 0.5454545454545454
13 73 0.0821917808219178 0.5454545454545454
13 74 0.08108108108108109 0.5454545454545454
13 75 0.08 0.5454545454545454
13 76 0.07894736842105263 0.5454545454545454
13 77 0.07792207792207792 0.5454545454545454
13 78 0.07692307692307693 0.5454545454545454
13 79 0.0759493670886076 0.5454545454545454
13 80 0.075 0.5454545454545454
13 81 0.07407407407407407 0.5454545454545454
13 82 0.07317073170731707 0.5454545454545454
13 83 0.07228915662650602 0.5454545454545454
13 84 0.07142857142857142 0.5454545454545454
13 85 0.07058823529411765 0.5454545454545454
13 86 0.06976744186046512 0.5454545454545454
13 87 0.06896551724137931 0.5454545454545454
13 88 0.06818181818181818 0.5454545454545454
13 89 0.06741573033707865 0.5454545454545454
13 90 0.06666666666666667 0.5454545454545454
13 91 0.06593406593406594 0.5454545454545454
13 92 0.06521739130434782 0.5454545454545454
13 93 0.06451612903225806 0.5454545454545454
13 94 0.06382978723404255 0.5454545454545454
13 95 0.06315789473684211 0.5454545454545454
13 96 0.0625 0.5454545454545454
13 97 0.061855670103092786 0.5454545454545454
13 98 0.061224489795918366 0.5454545454545454
13 99 0.06060606060606061 0.5454545454545454
13 100 0.06 0.5454545454545454
19 1 1.0 0.09090909090909091
19 2 1.0 0.18181818181818182
19 3 0.6666666666666666 0.18181818181818182
19 4 0.5 0.18181818181818182
19 5 0.6 0.2727272727272727
19 6 0.5 0.2727272727272727
19 7 0.5714285714285714 0.36363636363636365
19 8 0.5 0.36363636363636365
19 9 0.4444444444444444 0.36363636363636365
19 10 0.4 0.36363636363636365
19 11 0.45454545454545453 0.45454545454545453
19 12 0.5 0.5454545454545454
19 13 0.46153846153846156 0.5454545454545454
19 14 0.42857142857142855 0.5454545454545454
19 15 0.4 0.5454545454545454
19 16 0.375 0.5454545454545454
19 17 0.35294117647058826 0.5454545454545454
19 18 0.3333333333333333 0.5454545454545454
19 19 0.3157894736842105 0.5454545454545454
19 20 0.35 0.6363636363636364
19 21 0.3333333333333333 0.6363636363636364
19 22 0.36363636363636365 0.7272727272727273
19 23 0.391304347826087 0.8181818181818182
19 24 0.375 0.8181818181818182
19 25 0.36 0.8181818181818182
19 26 0.34615384615384615 0.8181818181818182
19 27 0.3333333333333333 0.8181818181818182
19 28 0.32142857142857145 0.8181818181818182
19 29 0.3103448275862069 0.8181818181818182
19 30 0.3 0.8181818181818182
19 31 0.2903225806451613 0.8181818181818182
19 32 0.28125 0.8181818181818182
19 33 0.2727272727272727 0.8181818181818182
19 34 0.2647058823529412 0.8181818181818182
19 35 0.2571428571428571 0.8181818181818182
19 36 0.25 0.8181818181818182
19 37 0.24324324324324326 0.8181818181818182
19 38 0.23684210526315788 0.8181818181818182
19 39 0.23076923076923078 0.8181818181818182
19 40 0.225 0.8181818181818182
19 41 0.21951219512195122 0.8181818181818182
19 42 0.21428571428571427 0.8181818181818182
19 43 0.20930232558139536 0.8181818181818182
19 44 0.20454545454545456 0.8181818181818182
19 45 0.2 0.8181818181818182
19 46 0.1956521739130435 0.8181818181818182
19 47 0.19148936170212766 0.8181818181818182
19 48 0.1875 0.8181818181818182
19 49 0.1836734693877551 0.8181818181818182
19 50 0.18 0.8181818181818182
19 51 0.17647058823529413 0.8181818181818182
19 52 0.17307692307692307 0.8181818181818182
19 53 0.16981132075471697 0.8181818181818182
19 54 0.16666666666666666 0.8181818181818182
19 55 0.16363636363636364 0.8181818181818182
19 56 0.16071428571428573 0.8181818181818182
19 57 0.15789473684210525 0.8181818181818182
19 58 0.15517241379310345 0.8181818181818182
19 59 0.15254237288135594 0.8181818181818182
19 60 0.15 0.8181818181818182
19 61 0.14754098360655737 0.8181818181818182
19 62 0.14516129032258066 0.8181818181818182
19 63 0.14285714285714285 0.8181818181818182
19 64 0.140625 0.8181818181818182
19 65 0.13846153846153847 0.8181818181818182
19 66 0.13636363636363635 0.8181818181818182
19 67 0.13432835820895522 0.8181818181818182
19 68 0.1323529411764706 0.8181818181818182
19 69 0.13043478260869565 0.8181818181818182
19 70 0.12857142857142856 0.8181818181818182
19 71 0.1267605633802817 0.8181818181818182
19 72 0.125 0.8181818181818182
19 73 0.1232876712328767 0.8181818181818182
19 74 0.12162162162162163 0.8181818181818182
19 75 0.12 0.8181818181818182
19 76 0.11842105263157894 0.8181818181818182
19 77 0.11688311688311688 0.8181818181818182
19 78 0.11538461538461539 0.8181818181818182
19 79 0.11392405063291139 0.8181818181818182
19 80 0.1125 0.8181818181818182
19 81 0.1111111111111111 0.8181818181818182
